iata,ville,pays,nom,ville_fr,pays_fr,mots,liaisons
MIP,Ramon,Israel,Ramon Air Base,,Israël,,0
RMS,Ramstein,Germany,Ramstein Air Base,,Allemagne,,0
QRC,Rancagua,Chile,De La Independencia,,Chili,,0
RCA,Rapid City,United States,Ellsworth Air Force Base,,États-Unis,USA US Etats Unis,0
RRR,Raroia,French Polynesia,Raroia,,,,0
RKT,Ras Al Khaimah,United Arab Emirates,Ras Al Khaimah,,Émirats arabes unis,,0
RBE,Ratanakiri,Cambodia,Ratanakiri,,,,0
RTN,Raton,United States,Raton Municipal-Crews Field,,États-Unis,USA US Etats Unis,0
RAZ,Rawala Kot,Pakistan,Rawalakot,,,,0
RWL,Rawlins,United States,Rawlins Municipal/Harvey Field,,États-Unis,USA US Etats Unis,0
RDG,Reading,United States,Reading Regional Carl A Spaatz Field,,États-Unis,USA US Etats Unis,0
REA,Reao,French Polynesia,Reao,,,,0
REB,Rechlin-laerz,Germany,Rechlin-Lärz,,Allemagne,,0
RCQ,Reconquista,Argentina,Reconquista,,Argentine,,0
RBL,Red Bluff,United States,Red Bluff Municipal,,États-Unis,USA US Etats Unis,0
RDB,Red Dog,United States,Red Dog,,États-Unis,USA US Etats Unis,0
RDR,Red River,United States,Grand Forks Air Force Base,,États-Unis,USA US Etats Unis,0
YRS,Red Sucker Lake,Canada,Red Sucker Lake,,,,0
RCL,Redcliffe,Vanuatu,Redcliffe,,,,0
KRH,Redhill,United Kingdom,Redhill Aerodrome,,Royaume-Uni,Angleterre GB Grande-Bretagne,0
HUA,Redstone,United States,Redstone Army Air Field,,États-Unis,USA US Etats Unis,0
RWF,Redwood Falls,United States,Redwood Falls Municipal,,États-Unis,USA US Etats Unis,0
RHE,Reims,France,Reims-Champagne (BA 112) Air Base,,,,0
RGT,Rengat,Indonesia,Japura,,Indonésie,,0
RMK,Renmark,Australia,Renmark,,Australie,,0
RNZ,Rensselaer,United States,Jasper County,,États-Unis,USA US Etats Unis,0
RNT,Renton,United States,Renton Municipal,,États-Unis,USA US Etats Unis,0
REZ,Resende,Brazil,Resende,,Brésil,,0
RER,Retalhuleu,Guatemala,Retalhuleu,,,,0
YRV,Revelstoke,Canada,Revelstoke,,,,0
REY,Reyes,Bolivia,Reyes,,,,0
XRH,Richmond,Australia,RAAF Base Richmond,,Australie,,0
CGF,Richmond Heights,United States,Cuyahoga County,,États-Unis,USA US Etats Unis,0
IES,Riesa,Germany,Riesa-Göhlis,,Allemagne,,0
RIL,Rifle,United States,Garfield County Regional,,États-Unis,USA US Etats Unis,0
YXK,Rimouski,Canada,Rimouski,,,,0
RDS,Rincon de los Sauces,Argentina,Rincon De Los Sauces,,Argentine,,0
RIN,Ringi Cove,Solomon Islands,Ringi Cove,,,,0
RCU,Rio Cuarto,Argentina,Area De Material,,Argentine,,0
SNZ,Rio De Janeiro,Brazil,Santa Cruz Air Force Base,,Brésil,,0
RIH,Rio Hato,Panama,Scarlett Martinez,,Panama,,0
RIJ,Rioja,Peru,Juan Simons Vela,,Pérou,,0
RIS,Rishiri Island,Japan,Rishiri,,Japon,,0
RVY,Rivera,Uruguay,Presidente General Don Oscar D. Gestido,,,,0
RAL,Riverside,United States,Riverside Municipal,,États-Unis,USA US Etats Unis,0
RIV,Riverside,United States,March ARB,,États-Unis,USA US Etats Unis,0
YRI,Riviere Du Loup,Canada,Rivière-du-Loup,,,,0
RWN,Rivne,Ukraine,Rivne,,Ukraine,,0
XXN,Riyadh,Saudi Arabia,Riyadh Air Base,,Arabie saoudite,,0
RIZ,Rizhao,China,Rizhao Shanzihe,,Chine,,0
RNE,Roanne,France,Roanne-Renaison,,,,0
ROD,Robertson,South Africa,Robertson,,Afrique du Sud,,0
YRJ,Roberval,Canada,Roberval,,,,0
RCO,Rochefort,France,Rochefort-Saint-Agnant (BA 721),,,,0
RCS,Rochester,United Kingdom,Rochester,,Royaume-Uni,Angleterre GB Grande-Bretagne,0
RKH,Rock Hill,United States,Rock Hill - York County,,États-Unis,USA US Etats Unis,0
RKP,Rockport,United States,Aransas County,,États-Unis,USA US Etats Unis,0
RWI,Rocky Mount,United States,Rocky Mount Wilson Regional,,États-Unis,USA US Etats Unis,0
YRM,Rocky Mountain House,Canada,Rocky Mountain House,,,,0
TBH,Romblon,Philippines,Tugdan,,Philippines,,0
RME,Rome,United States,Griffiss,Rome,États-Unis,USA US Etats Unis,0
RMG,Rome,United States,Richard B Russell,Rome,États-Unis,USA US Etats Unis,0
RPB,Roper Bar,Australia,Roper Bar,,Australie,,0
STJ,Rosecrans,United States,Rosecrans Memorial,,États-Unis,USA US Etats Unis,0
RPN,Rosh Pina,Israel,Ben Ya'akov,,Israël,,0
RFS,Rosita,Nicaragua,Rosita,,,,0
XRR,Ross River,Canada,Ross River,,,,0
ROZ,Rota,Spain,Rota Naval Station,,Espagne,,0
RTS,Rottnest Island,Australia,Rottnest Island,,Australie,,0
URO,Rouen,France,Rouen,,,,0
RRK,Rourkela,India,Rourkela,,Inde,,0
RYN,Royan,France,Royan-Médis,,,,0
RUV,Rubelsanto,Guatemala,Rubelsanto,,,,0
GTI,Ruegen,Germany,Rügen,,Allemagne,,0
RUG,Rugao,China,Rugao Air Base,,Chine,,0
RUI,Ruidoso,United States,Sierra Blanca Regional,,États-Unis,USA US Etats Unis,0
RUK,Rukumkot,Nepal,Rukum Chaurjahari,,,,0
RBX,Rumbek,Sudan,Rumbek,,,,0
RUM,Rumjatar,Nepal,Rumjatar,,,,0
RSL,Russell,United States,Russell Municipal,,États-Unis,USA US Etats Unis,0
RTG,Ruteng,Indonesia,Frans Sales Lega,,Indonésie,,0
RYB,Rybinsk,Russia,Staroselye,,Russie,,0
SAA,SARATOGA,United States,Shively Field,,États-Unis,USA US Etats Unis,0
QSA,Sabadell,Spain,Sabadell,,Espagne,,0
SBG,Sabang,Indonesia,Maimun Saleh,,Indonésie,,0
SBT,Sabetta,Russia,Sabetta,,Russie,,0
MHR,Sacramento,United States,Sacramento Mather,,États-Unis,USA US Etats Unis,0
SAC,Sacramento,United States,Sacramento Executive,,États-Unis,USA US Etats Unis,0
MCC,Sacramento,United States,Mc Clellan Airfield,,États-Unis,USA US Etats Unis,0
SDS,Sado,Japan,Sado,,Japon,,0
SAD,Safford,United States,Safford Regional,,États-Unis,USA US Etats Unis,0
SBR,Saibai Island,Australia,Saibai Island,,Australie,,0
SDT,Saidu Sharif,Pakistan,Saidu Sharif,,,,0
YCM,Saint Catherines,Canada,Niagara District,,,,0
LDX,Saint-Laurent-du-Maroni,French Guiana,Saint-Laurent-du-Maroni,,,,0
ZBY,Sainyabuli,Laos,Sayaboury,,,,0
SXE,Sale,Australia,West Sale,,Australie,,0
SXV,Salem,India,Salem,,Inde,,0
SLE,Salem,United States,Salem Municipal/McNary Field,,États-Unis,USA US Etats Unis,0
QSR,Salerno,Italy,Salerno Costa d'Amalfi,,Italie,,0
SNC,Salinas,Ecuador,General Ulpiano Paez,,,,0
SNS,Salinas,United States,Salinas Municipal,,États-Unis,USA US Etats Unis,0
SMN,Salmon,United States,Lemhi County,,États-Unis,USA US Etats Unis,0
YSN,Salmon Arm,Canada,Shuswap Regional,,,,0
STY,Salto,Uruguay,Nueva Hesperides,,,,0
BZY,Saltsy,Moldova,Bălți,,,,0
NEU,Sam Neua,Laos,Sam Neua,,,,0
SRI,Samarinda,Indonesia,Temindung,,Indonésie,,0
SMV,Samedan,Switzerland,Samedan,,Suisse,,0
SMQ,Sampit-Borneo Island,Indonesia,Sampit(Hasan),,Indonésie,,0
SZF,Samsun,Turkey,Samsun Çarşamba,,Turquie,,0
SAQ,San Andros,Bahamas,San Andros,,Bahamas,,0
SKF,San Antonio,United States,Lackland Air Force Base,,États-Unis,USA US Etats Unis,0
RND,San Antonio,United States,Randolph Air Force Base,,États-Unis,USA US Etats Unis,0
OES,San Antonio Oeste,Argentina,Antoine de Saint Exupéry,,Argentine,,0
NBN,San Antonio de Pale,Equatorial Guinea,Annobón,,,,0
SBD,San Bernardino,United States,San Bernardino,,États-Unis,USA US Etats Unis,0
SRJ,San Borja,Bolivia,Capitán Av. German Quiroga G.,,,,0
NCR,San Carlos,Nicaragua,San Carlos,,,,0
SQL,San Carlos,United States,San Carlos,,États-Unis,USA US Etats Unis,0
SCI,San Cristobal,Venezuela,Paramillo,,,,0
SZT,San Cristobal de las Casas,Mexico,San Cristobal de las Casas,,Mexique,,0
NZY,San Diego,United States,North Island Naval Air Station-Halsey Field,,États-Unis,USA US Etats Unis,0
SDM,San Diego,United States,Brown Field Municipal,,États-Unis,USA US Etats Unis,0
SNF,San Felipe,Venezuela,Sub Teniente Nestor Arias,,,,0
FDO,San Fernando,Argentina,San Fernando,,Argentine,,0
SFE,San Fernando,Philippines,San Fernando,,Philippines,,0
SFD,San Fernando De Apure,Venezuela,San Fernando De Apure,,,,0
SFH,San Filipe,Mexico,San Felipe,,Mexique,,0
GSJ,San Jose,Guatemala,San José,San José,,,0
EUQ,San Jose,Philippines,Evelio Javier,San José,Philippines,,0
RHV,San Jose,United States,Reid-Hillview of Santa Clara County,San José,États-Unis,USA US Etats Unis,0
SIG,San Juan,Puerto Rico,Fernando Luis Ribas Dominicci,,,,0
ULA,San Julian,Argentina,Capitan D Daniel Vazquez,,Argentine,,0
QSN,San Nicolás,Cuba,San Nicolas De Bari,,Cuba,,0
SPY,San Pedro,Cote d'Ivoire,San Pedro,,,,0
TOO,San Vito De Jaba,Costa Rica,San Vito De Java,,Costa Rica,,0
SQN,Sanana,Indonesia,Emalamo Sanana,,Indonésie,,0
USS,Sancti Spiritus,Cuba,Sancti Spiritus,,Cuba,,0
SKY,Sandusky,United States,Griffing Sandusky,,États-Unis,USA US Etats Unis,0
TWT,Sanga Sanga,Philippines,Sanga Sanga,,Philippines,,0
SGQ,Sanggata,Indonesia,Sanggata/Sangkimah,,Indonésie,,0
PSH,Sankt Peter-Ording,Germany,St. Peter-Ording,,Allemagne,,0
BNJ,Sankt-Augustin,Germany,Bonn-Hangelar,,Allemagne,,0
SFQ,Sanliurfa,Turkey,Şanlıurfa,,Turquie,,0
SQJ,Sanming,China,Shaxian,,Chine,,0
SBL,Santa Ana,Bolivia,Santa Ana Del Yacuma,,,,0
NZJ,Santa Ana,United States,El Toro Marine Corps Air Station,,États-Unis,USA US Etats Unis,0
SBB,Santa Barbara,Venezuela,Santa Bárbara de Barinas,,,,0
STB,Santa Barbara,Venezuela,Santa Bárbara del Zulia,,,,0
RZA,Santa Cruz,Argentina,Santa Cruz,,Argentine,,0
AQB,Santa Cruz des Quiche,Guatemala,Santa Cruz del Quiche,,,,0
SMO,Santa Monica,United States,Santa Monica Municipal,,États-Unis,USA US Etats Unis,0
SST,Santa Teresita,Argentina,Santa Teresita,,Argentine,,0
SQA,Santa Ynez,United States,Santa Ynez,,États-Unis,USA US Etats Unis,0
SYP,Santiago,Panama,Ruben Cantu,,Panama,,0
HEX,Santo Domingo,Dominican Republic,Herrera,Saint-Domingue,République dominicaine,,0
SSZ,Santos,Brazil,Base Aérea de Santos,,Brésil,,0
QSC,Sao Carlos,Brazil,Mário Pereira Lopes–São Carlos,,Brésil,,0
SQX,Sao Miguel do Oeste,Brazil,São Miguel do Oeste,,Brésil,,0
OKD,Sapporo,Japan,Okadama,,Japon,,0
CKT,Sarakhs,Iran,Sarakhs,,,,0
VNA,Saravane,Laos,Saravane,,,,0
SGI,Sargodha,Pakistan,Mushaf Air Base,,,,0
SRH,Sarh,Chad,Sarh,,,,0
QLP,Sarzana (SP),Italy,Sarzana-Luni Air Base,,Italie,,0
TDS,Sasereme,Papua New Guinea,Sasereme,,,,0
SYS,Saskylakh,Russia,Saskylakh,,Russie,,0
TNI,Satna,India,Satna,,Inde,,0
SAK,Saudarkrokur,Iceland,Sauðárkrókur,,Islande,,0
XAU,Saul,French Guiana,Saúl,,,,0
MXS,Savaii Island,Samoa,Maota,,,,0
SQZ,Scampton,United Kingdom,RAF Scampton,,Royaume-Uni,Angleterre GB Grande-Bretagne,0
SCS,Scatsta,United Kingdom,Scatsta,,Royaume-Uni,Angleterre GB Grande-Bretagne,0
WBG,Schleswig,Germany,Schleswig Air Base,,Allemagne,,0
QXH,Schoenhagen,Germany,Schönhagen,,Allemagne,,0
NSO,Scone,Australia,Scone,,Australie,,0
SCH,Scotia NY,United States,Schenectady County,,États-Unis,USA US Etats Unis,0
SCF,Scottsdale,United States,Scottsdale,,États-Unis,USA US Etats Unis,0
SEB,Sebha,Libya,Sabha,,,,0
SEF,Sebring,United States,Sebring Regional,,États-Unis,USA US Etats Unis,0
ZEC,Secunda,South Africa,Secunda,,Afrique du Sud,,0
SDX,Sedona,United States,Sedona,,États-Unis,USA US Etats Unis,0
SYW,Sehwan Sharif,Pakistan,Sehwan Sharif,,,,0
SJY,Seinäjoki / Ilmajoki,Finland,Seinäjoki,,Finlande,,0
SOV,Seldovia,United States,Seldovia,,États-Unis,USA US Etats Unis,0
PKW,Selebi-phikwe,Botswana,Selebi Phikwe,,,,0
SEY,Selibabi,Mauritania,Sélibaby,,,,0
SEM,Selma,United States,Craig Field,,États-Unis,USA US Etats Unis,0
SEH,Senggeh-Papua Island,Indonesia,Senggeh,,Indonésie,,0
LEU,Seo De Urgel,Spain,Pirineus - la Seu d'Urgel,,Espagne,,0
JDG,Seogwipo,South Korea,Jeongseok,,Corée du Sud,,0
HMY,Seosan,South Korea,Seosan Air Base,,Corée du Sud,,0
SSN,Seoul East,South Korea,Seoul Air Base (K-16),,Corée du Sud,,0
SEU,Seronera,Tanzania,Seronera,,,,0
OZP,Sevilla,Spain,Moron Air Base,,Espagne,,0
UOS,Sewanee,United States,Franklin County,,États-Unis,USA US Etats Unis,0
SWD,Seward,United States,Seward,,États-Unis,USA US Etats Unis,0
CQD,Shahre Kord,Iran,Shahrekord,,,,0
SWX,Shakawe,Botswana,Shakawe,,,,0
ZTM,Shamattawa,Canada,Shamattawa,,,,0
SQD,Shangrao,China,Shangrao Sanqingshan,,Chine,,0
OAA,Shank,Afghanistan,Shank Air Base,,,,0
SXJ,Shanshan,China,Shanshan,,Chine,,0
WGN,Shaoyang,China,Shaoyang Wugang,,Chine,,0
MJK,Shark Bay,Australia,Shark Bay,,Australie,,0
OAS,Sharona,Afghanistan,Sharana Airstrip,,,,0
GSQ,Sharq Al-Owainat,Egypt,Shark El Oweinat,,Égypte,,0
CKL,Shchyolkovo,Russia,Chkalovskiy Air Base,,Russie,,0
SBM,Sheboygan,United States,Sheboygan County Memorial,,États-Unis,USA US Etats Unis,0
SHN,Shelton,United States,Sanderson Field,,États-Unis,USA US Etats Unis,0
SYA,Shemya,United States,Eareckson Air Station,,États-Unis,USA US Etats Unis,0
HPG,Shennongjia,China,Shennongjia Hongping,,Chine,,0
SHT,Shepparton,Australia,Shepparton,,Australie,,0
YSC,Sherbrooke,Canada,Sherbrooke,,,,0
RKZ,Shigatse,China,Shigatse Air Base,,Chine,,0
SLV,Shimla,India,Shimla,,Inde,,0
SHI,Shimojishima,Japan,Shimojishima,,Japon,,0
OAH,Shindand,Afghanistan,Shindand,,,,0
SHY,Shinyanga,Tanzania,Shinyanga,,,,0
SAG,Shirdi,India,Shirdi,,Inde,,0
WDS,Shiyan,China,Shiyan Wudangshan,,Chine,,0
SSE,Sholapur,India,Solapur,,Inde,,0
ESH,Shoreham By Sea,United Kingdom,Shoreham,,Royaume-Uni,Angleterre GB Grande-Bretagne,0
BAD,Shreveport,United States,Barksdale Air Force Base,,États-Unis,USA US Etats Unis,0
DTN,Shreveport,United States,Shreveport Downtown,,États-Unis,USA US Etats Unis,0
JHQ,Shute Harbour,Australia,Shute Harbour,,Australie,,0
SQQ,Siauliai,Lithuania,Šiauliai,,,,0
FLZ,Sibolga,Indonesia,Dr Ferdinand Lumban Tobing,,Indonésie,,0
DTB,Siborong-Borong,Indonesia,Silangit,,Indonésie,,0
BFW,Sidi Bel Abbes,Algeria,Sidi Bel Abbes,,Algérie,,0
SNY,Sidney,United States,Sidney Municipal-Lloyd W Carr Field,,États-Unis,USA US Etats Unis,0
SGE,Siegerland,Germany,Siegerland,,Allemagne,,0
SAY,Siena,Italy,Siena-Ampugnano,,Italie,,0
SGV,Sierra Grande,Argentina,Sierra Grande,,Argentine,,0
SIJ,Siglufjordur,Iceland,Siglufjörður,,Islande,,0
NSY,Sigonella,Italy,Sigonella Navy Air Base,,Italie,,0
SZJ,Siguanea,Cuba,Siguanea,,Cuba,,0
GII,Siguiri,Guinea,Siguiri,,,,0
SXZ,Siirt,Turkey,Siirt,,Turquie,,0
KSS,Sikasso,Mali,Sikasso,,,,0
SIK,Sikeston,United States,Sikeston Memorial Municipal,,États-Unis,USA US Etats Unis,0
SIF,Simara,Nepal,Simara,,,,0
NIS,Simberi Island,Papua New Guinea,Simberi,,,,0
IMK,Simikot,Nepal,Simikot,,,,0
CNL,Sindal,Denmark,Sindal,,Danemark,,0
RZS,Sindh,Pakistan,Sawan,,,,0
XSP,Singapore,Singapore,Seletar,Singapour,Singapour,,0
SIQ,Singkep,Indonesia,Dabo,,Indonésie,,0
SQG,Sintang-Borneo Island,Indonesia,Sintang(Susilo),,Indonésie,,0
SIR,Sion,Switzerland,Sion,,Suisse,,0
RKO,Sipora,Indonesia,Rokot,,Indonésie,,0
SYJ,Sirjan,Iran,Sirjan,,,,0
SIS,Sishen,South Africa,Sishen,,Afrique du Sud,,0
SIU,Siuna,Nicaragua,Siuna,,,,0
MVW,Skagit,United States,Skagit Regional,,États-Unis,USA US Etats Unis,0
SQW,Skive,Denmark,Skive,,Danemark,,0
KVB,Skovde,Sweden,Skövde,,Suède,,0
SKS,Skrydstrup,Denmark,Skrydstrup Air Base,,Danemark,,0
SZK,Skukuza,South Africa,Skukuza,,Afrique du Sud,,0
YZH,Slave Lake,Canada,Slave Lake,,,,0
SLD,Sliac,Slovakia,Sliač,,,,0
SXL,Sligo,Ireland,Sligo,,Irlande,,0
OSP,Slupsk,Poland,Redzikowo Air Base,,Pologne,,0
SMW,Smara,Western Sahara,Smara,,,,0
SFZ,Smithfield,United States,North Central State,,États-Unis,USA US Etats Unis,0
YSH,Smiths Falls,Canada,Smiths Falls-Montague (Russ Beach),,,,0
LNX,Smolensk,Russia,Smolensk North,,Russie,,0
MQY,Smyrna,United States,Smyrna,,États-Unis,USA US Etats Unis,0
DWB,Soalala,Madagascar,Soalala,,,,0
SOT,Sodankyla,Finland,Sodankyla,,Finlande,,0
SOO,Soderhamn,Sweden,Söderhamn,,Suède,,0
UTC,Soesterberg,Netherlands,Soesterberg Air Base,,Pays-Bas,Hollande,0
OHS,Sohar,Oman,Sohar,,,,0
SXQ,Soldotna,United States,Soldotna,,États-Unis,USA US Etats Unis,0
SOZ,Solenzara,France,Solenzara (BA 126) Air Base,,,,0
SLJ,Solomon,Australia,Solomon,,Australie,,0
SME,Somerset,United States,Lake Cumberland Regional,,États-Unis,USA US Etats Unis,0
SQH,Son-La,Vietnam,Na-San,,Viêt Nam,,0
SGX,Songea,Tanzania,Songea,,,,0
SGZ,Songkhla,Thailand,Songkhla,,Thaïlande,,0
YSQ,Songyuan,China,Songyuan Chaganhu,,Chine,,0
SQR,Soroako,Indonesia,Soroako,,Indonésie,,0
SOD,Sorocaba,Brazil,Sorocaba,,Brésil,,0
SRT,Soroti,Uganda,Soroti,,,,0
SMT,Sorriso,Brazil,Adolino Bedin Regional,,Brésil,,0
SFK,Soure,Brazil,Soure,,Brésil,,0
XSI,South Indian Lake,Canada,South Indian Lake,,,,0
TVL,South Lake Tahoe,United States,Lake Tahoe,,États-Unis,USA US Etats Unis,0
KIW,Southdowns,Zambia,Southdowns,,,,0
GVN,Sovetskaya Gavan,Russia,Maygatka.,,Russie,,0
SXN,Sowa,Botswana,Sua Pan,,,,0
SPM,Spangdahlem,Germany,Spangdahlem Air Base,,Allemagne,,0
SVW,Sparrevohn,United States,Sparrevohn LRRS,,États-Unis,USA US Etats Unis,0
SPA,Spartangurg,United States,Spartanburg Downtown Memorial,,États-Unis,USA US Etats Unis,0
SPJ,Sparti,Greece,Sparti,,Grèce,,0
SPF,Spearfish-South Dakota,United States,Black Hills-Clyde Ice Field,,États-Unis,USA US Etats Unis,0
SPW,Spencer,United States,Spencer Municipal,,États-Unis,USA US Etats Unis,0
SKA,Spokane,United States,Fairchild Air Force Base,,États-Unis,USA US Etats Unis,0
SFF,Spokane,United States,Felts Field,,États-Unis,USA US Etats Unis,0
SBU,Springbok,South Africa,Springbok,,Afrique du Sud,,0
SGH,Springfield,United States,Springfield-Beckley Municipal,,États-Unis,USA US Etats Unis,0
YSE,Squamish,Canada,Squamish,,,,0
SEK,Srednekolymsk,Russia,Srednekolymsk,,Russie,,0
YSL,St Leonard,Canada,St Leonard,,,,0
YQS,St Thomas,Canada,St Thomas Municipal,,,,0
SFC,St-François,Guadeloupe,St-François,,Guadeloupe,,0
SKV,St. Catherine,Egypt,St Catherine,,Égypte,,0
YJN,St. Jean,Canada,St Jean,,,,0
YFX,St. Lewis,Canada,St. Lewis (Fox Harbour),,,,0
XLS,St. Louis,Senegal,Saint Louis,,Sénégal,,0
STP,St. Paul,United States,St Paul Downtown Holman Field,,États-Unis,USA US Etats Unis,0
SPG,St. Petersburg,United States,Albert Whitted,,États-Unis,USA US Etats Unis,0
YST,St. Theresa Point,Canada,St. Theresa Point,,,,0
SBK,St.-brieuc Armor,France,Saint-Brieuc-Armor,,,,0
OYP,St.-georges Oyapock,French Guiana,Saint-Georges-de-l'Oyapock,,,,0
SNR,St.-nazaire,France,Saint-Nazaire-Montoir,,,,0
SYT,St.-yan,France,Saint-Yan,,,,0
TYM,Staniel Cay,Bahamas,Staniel Cay,,Bahamas,,0
PSY,Stanley,Falkland Islands,Port Stanley,,,,0
SZR,Stara Zagora,Bulgaria,Stara Zagora,,Bulgarie,,0
TBR,Statesboro,United States,Statesboro Bulloch County,,États-Unis,USA US Etats Unis,0
SVH,Statesville,United States,Statesville Regional,,États-Unis,USA US Etats Unis,0
STA,Stauning,Denmark,Stauning,,Danemark,,0
SBS,Steamboat Springs,United States,Steamboat Springs Bob Adams Field,,États-Unis,USA US Etats Unis,0
SEP,Stephenville,United States,Stephenville Clark Regional,,États-Unis,USA US Etats Unis,0
STK,Sterling,United States,Sterling Municipal,,États-Unis,USA US Etats Unis,0
STE,Stevens Point,United States,Stevens Point Municipal,,États-Unis,USA US Etats Unis,0
ZST,Stewart,Canada,Stewart,,,,0
SZS,Stewart Island,New Zealand,Ryan's Creek Aerodrome,,Nouvelle-Zélande,,0
SWO,Stillwater,United States,Stillwater Regional,,États-Unis,USA US Etats Unis,0
SSF,Stinson,United States,Stinson Municipal,,États-Unis,USA US Etats Unis,0
MNY,Stirling Island,Solomon Islands,Mono,,,,0
SMZ,Stoelmans Eiland,Suriname,Stoelmanseiland,,,,0
YSF,Stony Rapids,Canada,Stony Rapids,,,,0
SRN,Strahan,Australia,Strahan,,Australie,,0
BDR,Stratford,United States,Igor I Sikorsky Memorial,,États-Unis,USA US Etats Unis,0
RBM,Straubing,Germany,Straubing,,Allemagne,,0
SWT,Strezhevoy,Russia,Strezhevoy,,Russie,,0
SUA,Stuart,United States,Witham Field,,États-Unis,USA US Etats Unis,0
TNX,Stung Treng,Cambodia,Stung Treng,,,,0
UAI,Suai,East Timor,Suai,,,,0
SCV,Suceava,Romania,Suceava Stefan cel Mare,,Roumanie,,0
SYU,Sue Islet,Australia,Warraber Island,,Australie,,0
YSD,Suffield,Canada,Suffield Heliport,,,,0
UGU,Sugapa-Papua Island,Indonesia,Bilogai-Sugapa,,Indonésie,,0
SGR,Sugar Land,United States,Sugar Land Regional,,États-Unis,USA US Etats Unis,0
SUL,Sui,Pakistan,Sui,,,,0
SUI,Sukhumi,Georgia,Sukhumi Dranda,,,,0
TQQ,Sulawesi Tenggara,Indonesia,Maranggo,,Indonésie,,0
SLF,Sulayel,Saudi Arabia,Sulayel,,Arabie saoudite,,0
SWQ,Sumbawa Island,Indonesia,Sumbawa Besar,,Indonésie,,0
NDD,Sumbe,Angola,Sumbe,,,,0
SUP,Sumenep,Indonesia,Trunojoyo,,Indonésie,,0
YSU,Summerside,Canada,Summerside,,,,0
SSC,Sumter,United States,Shaw Air Force Base,,États-Unis,USA US Etats Unis,0
NCJ,Sunchales,Argentina,Sunchales Aeroclub,,Argentine,,0
SUY,Suntar,Russia,Suntar,,Russie,,0
AAV,Surallah,Philippines,Allah Valley,,Philippines,,0
PXR,Surin,Thailand,Surin,,Thaïlande,,0
SKH,Surkhet,Nepal,Surkhet,,,,0
SWU,Suwon,South Korea,Suwon,,Corée du Sud,,0
SZV,Suzhou,China,Suzhou Guangfu,,Chine,,0
SWP,Swakopmund,Namibia,Swakopmund,,,,0
SWH,Swan Hill,Australia,Swan Hill,,Australie,,0
ZJN,Swan River,Canada,Swan River,,,,0
SWS,Swansea,United Kingdom,Swansea,,Royaume-Uni,Angleterre GB Grande-Bretagne,0
YYN,Swift Current,Canada,Swift Current,,,,0
SYH,Syangboche,Nepal,Syangboche,,,,0
BWU,Sydney,Australia,Sydney Bankstown,,Australie,,0
SZY,Szczytno-Szymany,Poland,Olsztyn-Mazury,,Pologne,,0
SOB,Sármellék,Hungary,Sármellék,,Hongrie,,0
TCP,Taba,Egypt,Taba,,Égypte,,0
TBJ,Tabarka,Tunisia,Tabarka 7 Novembre,,Tunisie,,0
TCX,Tabas,Iran,Tabas,,,,0
TSU,Tabiteuea,Kiribati,Tabiteuea South,,,,0
TBF,Tabiteuea North,Kiribati,Tabiteuea North,,,,0
TBO,Tabora,Tanzania,Tabora,,,,0
TCM,Tacoma,United States,McChord Air Force Base,,États-Unis,USA US Etats Unis,0
TIW,Tacoma,United States,Tacoma Narrows,,États-Unis,USA US Etats Unis,0
TDJ,Tadjoura,Djibouti,Tadjoura,,,,0
XTL,Tadoule Lake,Canada,Tadoule Lake,,,,0
THZ,Tahoua,Niger,Tahoua,,,,0
TXG,Taichung,Taiwan,Taichung,,,,0
TKT,Tak,Thailand,Tak,,Thaïlande,,0
KTF,Takaka,New Zealand,Takaka,,Nouvelle-Zélande,,0
HTR,Taketomi,Japan,Hateruma,,Japon,,0
TLK,Talakan,Russia,Talakan,,Russie,,0
PDO,Talang Gudang-Sumatra Island,Indonesia,Pendopo,,Indonésie,,0
TYL,Talara,Peru,Capitan Montes,,Pérou,,0
TLX,Talca,Chile,Panguilemo,,Chili,,0
BDN,Talhar,Pakistan,Talhar,,,,0
TKA,Talkeetna,United States,Talkeetna,,États-Unis,USA US Etats Unis,0
ASN,Talladega,United States,Talladega Municipal,,États-Unis,USA US Etats Unis,0
TTC,Taltal,Chile,Las Breas,,Chili,,0
TMN,Tamana,Kiribati,Tamana Island,,,,0
TUD,Tambacounda,Senegal,Tambacounda,,Sénégal,,0
WTA,Tambohorano,Madagascar,Tambohorano,,,,0
IKU,Tamchy,Kyrgyzstan,Issyk-Kul,,,,0
MCF,Tampa,United States,Mac Dill Air Force Base,,États-Unis,USA US Etats Unis,0
TPF,Tampa,United States,Peter O Knight,,États-Unis,USA US Etats Unis,0
TSL,Tamuin,Mexico,Tamuin,,Mexique,,0
TDG,Tandag,Philippines,Tandag,,Philippines,,0
TDL,Tandil,Argentina,Héroes De Malvinas,,Argentine,,0
TNE,Tanegashima,Japan,New Tanegashima,,Japon,,0
TGT,Tanga,Tanzania,Tanga,,,,0
TGQ,Tangara da Serra,Brazil,Tangará da Serra,,Brésil,,0
TJV,Tanjore,India,Tanjore Air Force Base,,Inde,,0
TJB,Tanjung Balai Karimun,Indonesia,Sei Bati,,Indonésie,,0
TSX,Tanjung Santan,Indonesia,Tanjung Santan,,Indonésie,,0
TJS,Tanjung Selor-Borneo Island,Indonesia,Tanjung Harapan,,Indonésie,,0
